0	6845	1318896000
0	7872	1318896000
0	4584	1328140800
1	815	1392422400
1	10405	1396224000
1	11193	1396224000
1	11650	1396828800
1	9715	1397692800
2	0	1378425600
2	6049	1378425600
2	7976	1378425600
2	5251	1378684800
2	4210	1384819200
2	242	1393545600
2	11203	1393804800
3	5521	1379116800
3	438	1380931200
3	5160	1380931200
3	11139	1380931200
4	0	1382140800
4	10469	1383523200
4	10063	1383609600
4	9402	1384905600
4	10361	1384905600
4	4757	1384992000
4	6499	1384992000
5	6905	1251936000
5	7240	1302825600
5	5661	1362960000
5	0	1365984000
5	410	1365984000
5	5132	1365984000
5	6403	1368662400
5	8815	1370995200
5	4594	1371168000
5	9916	1371686400
5	6045	1371772800
5	9596	1371772800
5	8818	1374192000
5	6430	1377043200
5	9561	1392249600
5	5663	1392422400
6	8498	1335139200
6	8777	1335139200
6	1795	1360540800
6	5986	1360540800
6	6058	1360540800
7	8996	1360886400
7	4553	1362700800
7	6927	1370476800
8	372	1156636800
8	4487	1263600000
8	6864	1308700800
8	5160	1313884800
8	5919	1322697600
8	7453	1330214400
8	3973	1336089600
8	1202	1355702400
8	6235	1359244800
8	11094	1367020800
8	9382	1371081600
8	2721	1377648000
8	3696	1377734400
8	5487	1380326400
8	11242	1382832000
8	11287	1383350400
8	10356	1386806400
8	3893	1387324800
8	4351	1390003200
8	9556	1390348800
8	3361	1393027200
8	3787	1393632000
8	246	1401148800
9	1927	1368489600
9	2170	1368489600
9	2227	1370217600
9	1	1388102400
9	2027	1388102400
9	2366	1399248000
9	5802	1399248000
9	6381	1399248000
10	1189	1368748800
10	5073	1368748800
10	11033	1394928000
10	1	1400544000
10	6434	1400544000
11	4210	1369180800
11	3274	1375228800
11	6324	1375228800
11	9045	1382659200
11	7590	1385337600
11	1	1392681600
11	8642	1392681600
12	6321	1372896000
12	5527	1378857600
12	7436	1378857600
12	10873	1378857600
13	1	1389398400
13	137	1389398400
13	2936	1389398400
13	5127	1389398400
13	8516	1389398400
13	1306	1391212800
13	8326	1391212800
14	11517	1383782400
14	8578	1391558400
14	11255	1391558400
14	1	1392681600
14	1304	1392681600
15	6275	1392595200
15	9653	1392768000
15	1	1396742400
16	6533	1363305600
16	8957	1369094400
16	1	1379116800
17	11110	1377734400
17	1	1382054400
17	1183	1404518400
17	5604	1404518400
18	5243	1336608000
18	8814	1336694400
18	1	1383264000
18	10206	1383264000
18	123	1398124800
18	5164	1398124800
18	9672	1398124800
19	6066	1308096000
19	5403	1311984000
19	7447	1311984000
19	7461	1311984000
19	7797	1311984000
19	770	1312156800
19	1093	1313193600
19	3227	1313193600
19	4257	1313193600
19	1696	1314835200
19	2745	1314835200
19	2948	1314835200
19	5317	1314835200
19	7171	1314835200
19	1052	1315094400
19	1961	1315094400
19	2399	1315094400
19	2505	1315094400
19	2834	1315699200
19	3889	1315699200
19	8103	1315699200
19	2	1316390400
19	6777	1316908800
19	2997	1318464000
19	574	1336608000
19	6905	1338681600
19	389	1345766400
19	9164	1345766400
19	3207	1367193600
19	6230	1370822400
19	8965	1371081600
19	9271	1373414400
19	6160	1388448000
19	5039	1388534400
19	7839	1388534400
20	2836	1245801600
20	7829	1347408000
20	2	1376092800
20	815	1376092800
20	1425	1376092800
20	3537	1376092800
